ActorID,ActorFirstName,ActorMiddleName,ActorLastName,Birthday,Description,Nationality
54593,Tad,NULL,Hilgenbrink,1981-10-09,"​From Wikipedia, the free encyclopedia.  

Ta","Quincy, Illinois"
54594,Jason,NULL,Earles,1977-04-26,"From Wikipedia, the free encyclopedia

Jason ","San Diego, California, US"
54595,Angela,NULL,Little,1972-07-22,,
54598,Jake,NULL,Siegel,0000-00-00,,
54691,Christopher,NULL,Mintz-Plasse,1989-06-20,"From Wikipedia, the free encyclopedia.

Chris","Los Angeles - California "
54693,Emma,NULL,Stone,1988-11-06,"Emily Jean ""Emma"" Stone is an American actres","Scottsdale - Arizona - US"
54697,Dave,NULL,Franco,1985-06-12,"​From Wikipedia, the free encyclopedia.  

Da","Palo Alto, California"
54717,Rakefet,NULL,Abergel,0000-00-00,,
54720,Steve,NULL,Bannos,0000-00-00,,
54728,Brian,NULL,Huskey,1968-09-08,"Brian Huskey is an actor and writer.

Height ","Charlotte - North Carolin"
54729,Clark,NULL,Duke,1985-05-05,"​From Wikipedia, the free encyclopedia.

Clar",USA
54738,Jack,NULL,Huston,1982-12-07,"From Wikipedia, the free encyclopedia

Jack A","London, England, UK"
54800,Anna,Maria,Horsford,1948-03-06,,
54807,Affif,Ben,Badra,0000-00-00,"From Wikipedia, the free encyclopedia  
  Aff",
54809,Marco,NULL,Khan,0000-00-00,,
54810,Reece,NULL,Ritchie,1986-07-23,,
54855,Joseph,NULL,Pilato,1949-03-16,"​From Wikipedia, the free encyclopedia.

Jose","Boston, Massachusetts, US"
54864,Geno,NULL,Silva,1948-01-20,"From Wikipedia, the free encyclopedia

Geno S",
54865,Jeff,NULL,Kober,1953-12-18,,
54881,Summer,NULL,Glau,1981-07-24,"​From Wikipedia, the free encyclopedia.

Summ","San Antonio, Texas, USA"
55062,Tabu,,,1970-11-04,"From Wikipedia, the free encyclopedia.

Tabu ","Hyderabad, India"
55084,Sean,NULL,Faris,1982-03-25,"From Wikipedia, the free encyclopedia

Sean H","Houston, Texas, USA"
55086,Cam,NULL,Gigandet,1982-08-16,"​Cam Joslin Gigandet is an American actor, wh","Tacoma, Washington, USA"
55089,Evan,NULL,Peters,1987-01-20,,
55115,Nathan,NULL,West,1978-09-29,"From Wikipedia, the free encyclopedia

Nathan","Anchorage, Alaska, USA"
55205,Stephen,NULL,Bishop,1971-09-14,"Stephen Bishop is an actor and retired baseba",
55257,Adam,NULL,Arkin,1956-08-19,"From Wikipedia, the free encyclopedia.

Adam ","Brooklyn, New York, USA"
55314,Kimberly,NULL,Elise,1967-04-17,"Kimberly Elise was born on April 17, 1967 in ","Minneapolis, Minnesota, U"
55378,John,NULL,Bourgeois,0000-00-00,,
55398,Ashley,NULL,Jensen,1969-08-11,"From Wikipedia, the free encyclopedia.

Ashle","Annan, Dumfries and Gallo"
55411,David,NULL,Gyasi,1980-01-02,,
55412,Steve,NULL,Toussaint,1965-03-22,"UK actor Steve Toussaint first appeared on th",UK
55470,Dominic,NULL,Cooper,1978-06-02,"​From Wikipedia, the free encyclopedia

Domin","Greenwich, London, Englan"
55536,Melissa,NULL,McCarthy,1970-08-26,"Melissa McCarthy (born August 26, 1970) is an","Plainfield, Illinois, USA"
55538,Tim,NULL,Russ,0000-00-00,"From Wikipedia, the free encyclopedia.

Timot","Washington - District of "
55572,Larissa,NULL,Gomes,0000-00-00,,
55585,Sam,NULL,Spruell,0000-00-00,"From Wikipedia, the free encyclopedia.

Sam S",
55588,Roman,NULL,Podhora,0000-00-00,,
55596,Michael,NULL,Gladis,0000-00-00,,
55614,Dylan,NULL,Taylor,1981-07-09,"From Wikipedia, the free encyclopedia.  

Dyl","Toronto, Ontario, Canada"
55619,Lisa,NULL,Arturo,0000-00-00,,
55636,Donald,NULL,Sutherland,1935-07-17,"From Wikipedia, the free encyclopedia.

Donal","Saint John, New Brunswick"
55638,Kevin,NULL,Hart,1980-07-03,"From Wikipedia, the free encyclopedia. Kevin ","Philadelphia, Pennsylvani"
55648,Robert,NULL,Kerman,1947-12-16,," Brooklyn, New York, U.S."
55775,Katie,NULL,Cassidy,1986-11-25,"​From Wikipedia, the free encyclopedia.  

Ka","Los Angeles, California, "
55776,Holly,NULL,Valance,1983-05-11,"From Wikipedia, the free encyclopedia.

Holly","	Melbourne, Australia"
55882,Jytte-Merle,NULL,Böhrnsen,0000-00-00,,
55887,Stina,NULL,Ekblad,1954-02-26,,
55900,Luke,NULL,Ford,1981-03-26,"From Wikipedia, the free encyclopedia.  Luke ","Kurri Kurri, New South Wa"
55901,Gemma,NULL,Ward,1987-11-03,"From Wikipedia, the free encyclopedia.  Gemma","Perth, Western Australia,"
55909,Eddie,NULL,Tagoe,0000-00-00,,
55936,Jemaine,NULL,Clement,1974-01-10,"From Wikipedia, the free encyclopedia.

Jemai","New Zealand"
56024,Jean,NULL,Dujardin,1972-06-19,"​From Wikipedia, the free encyclopedia.

Jean","Paris, France"
56039,Harold,NULL,Bergman,0000-00-00,,
56043,Niketa,NULL,Calame,1980-11-10,,
56098,Michael,NULL,Jibson,0000-00-00,,
56100,Alistair,NULL,Petrie,1970-09-30,,
56112,David,Lee,Smith,1963-09-08,,"Birmingham, Alabama, USA"
56183,Art,NULL,Evans,1942-03-27,"​From Wikipedia, the free encyclopedia.  

Ar","Berkeley, California, U.S"
56195,Ole,Christian,Madsen,1966-06-18,"From Wikipedia, the free encyclopedia.

Ole C","Roskilde, Denmark"
56262,Aaron,NULL,Abrams,1978-05-12,"From Wikipedia, the free encyclopedia.  Aaron","Toronto, Ontario, Canada"
56322,Amy,NULL,Poehler,1971-09-16,"From Wikipedia, the free encyclopedia.

Amy M","Newton - Massachusetts - "
56323,Tina,NULL,Fey,1970-05-18,"From Wikipedia, the free encyclopedia

Elizab","Upper Darby - Pennsylvani"
56358,Patricia,NULL,Belcher,0000-00-00,"From Wikipedia, the free encyclopedia.

Patri","Helena, Montana, United S"
56365,Charlie,NULL,Hunnam,1980-04-10,"​From Wikipedia, the free encyclopedia.  

Ch","Newcastle, UK"
56448,Jeff,NULL,Chase,1968-01-17,"From Wikipedia, the free encyclopedia.

Jeff ","Paterson, New Jersey, U.S"
56455,Moon,NULL,Bloodgood,1975-09-20,"​From Wikipedia, the free encyclopedia.  

Mo","Anaheim, California, USA"
56457,Aimee,NULL,Garcia,1978-11-28,"​From Wikipedia, the free encyclopedia.  

Ai","Chicago - Illinois - USA"
56614,Ray,NULL,Stevenson,1964-05-24,"Ray Stevenson was born in Lisburn, Northern I","Lisburn - Northern Irelan"
56676,Michael,NULL,Welch,1987-07-25,,"Los Angeles, California, "
56680,Luke,NULL,Grimes,1984-01-21,,
56731,Jessica,NULL,Alba,1981-04-28,"From Wikipedia, the free encyclopedia.

Jessi","Pomona - California - USA"
56734,Chloë,Grace,Moretz,1997-02-10,"Chloë Grace Moretz was born on February 10, 1","Atlanta - Georgia - USA"
56778,Stuart,NULL,Townsend,1972-12-15,"​From Wikipedia, the free encyclopedia.  

St","Howth, County Dublin, Ire"
56853,Phil,NULL,Morris,1959-04-04,,"Iowa City, Iowa, USA"
56857,Peter,NULL,Facinelli,1973-11-26,"​From Wikipedia, the free encyclopedia.  

Pe","Queens, New York, U.S."
56871,Blair,NULL,Underwood,1964-08-25,"Blair Underwood (born August 25, 1964) is an ","Tacoma, Washington, USA"
56890,Malcolm,NULL,McDowell,1943-06-13,"​From Wikipedia, the free encyclopedia  Malco","Horsforth, Yorkshire, Eng"
56903,Tracy,NULL,Morgan,1968-11-10,"​American actor, comedian and author Tracy Ja","The Bronx, New York, U.S"
56910,Susie,NULL,Essman,1955-05-31,"From Wikipedia, the free encyclopedia.  Susan","New York, New York, U.S"
57119,Sinbad,,,1956-11-10,"​From Wikipedia, the free encyclopedia.

Davi","Benton Harbor, Michigan, "
57172,Ashanti,,,1980-10-13,"​From Wikipedia, the free encyclopedia.

Asha","Glen Cove, Long Island, N"
57192,Spencer,NULL,Locke,1991-09-20,"Spencer Locke was born in 1991 in Winter Park","Winter Park, Florida, USA"
57207,Tony,NULL,Jaa,1976-02-05,"Panom Yeerum was born on February 5, 1976, in",Thailand
57250,Robin,NULL,Shou,1960-07-17,"​From Wikipedia, the free encyclopedia.

Shou","Hong Kong"
57251,Linden,NULL,Ashby,1960-05-23,"​From Wikipedia, the free encyclopedia.

Clar"," Atlantic Beach, Florida,"
57252,Trevor,NULL,Goddard,1962-10-14,,
57387,Leo,NULL,Fitzpatrick,1978-08-10,"​From Wikipedia, the free encyclopedia

Leona","West Orange, New Jersey, "
57399,Lesley-Anne,NULL,Down,1954-03-17,"From Wikipedia, the free encyclopedia.

Lesle","Wandsworth, London, Engla"
57412,Moisés,NULL,Arias,1994-04-18,"​From Wikipedia, the free encyclopedia.

Mois","New York City, New York, "
57448,Eric,NULL,Schweig,1967-06-19,"​From Wikipedia, the free encyclopedia

Eric ","Inuvik, Northwest Territo"
57449,Jodhi,NULL,May,1975-05-01,"From Wikipedia, the free encyclopedia.

Jodhi","Camden, London, England, "
57451,Leslie,NULL,Bibb,1974-11-17,"From Wikipedia, the free encyclopedia.

Lesli","Bismarck, North Dakota, U"
57452,Faran,NULL,Tahir,1963-02-16,,
57563,Elon,NULL,Musk,0000-00-00,,
57574,Shauna,NULL,Macdonald,1981-02-21,"From Wikipedia, the free encyclopedia. Shauna",Malaysia
57578,MyAnna,NULL,Buring,1979-09-22,,
57597,Ron,NULL,Dean,0000-00-00,,
57599,Seann,William,Scott,1976-10-03,"​From Wikipedia, the free encyclopedia

Seann","Cottage Grove, Minnesota,"
57675,Daryl,NULL,Sabara,1992-06-14,"From Wikipedia, the free encyclopedia.  

Dar","Torrance, California, USA"
57755,Woody,NULL,Harrelson,1961-07-23,"From Wikipedia, the free encyclopedia. Woodri","Midland, Texas, USA"
57799,Bill,NULL,Young,1950-06-01,,
57829,Anthony,NULL,LaPaglia,1959-01-31,"​From Wikipedia, the free encyclopedia.

Anth","Adelaide, Australia"
57852,Tom,NULL,Gerhardt,1957-12-12,"Nach dem Abitur leistete Gerhardt seinen Grun",Köln
57906,Andrew,Dice,Clay,1957-09-29,"​From Wikipedia, the free encyclopedia.  

An"," Brooklyn, New York, U.S."
58006,Jodi,Lyn,O'Keefe,1978-10-10,"​From Wikipedia, the free encyclopedia.  

Jo","Cliffwood Beach - New Jer"
58016,Anna,NULL,Friel,1976-07-12,"From Wikipedia, the free encyclopedia.  Anna ","Rochdale, Lancashire, Eng"
58019,Ethan,NULL,Embry,1978-06-13,"From Wikipedia, the free encyclopedia.  Ethan","Huntington Beach, Califor"
58074,Madge,NULL,Sinclair,1938-04-28,"From Wikipedia, the free encyclopedia.

Madge","St. Ann, Jamaica W.I."
58115,Eric,NULL,Dane,1972-11-09,"​Eric Dane is an American actor; After appear","San Francisco, California"
58168,Rachelle,NULL,Lefevre,1979-02-01,"From Wikipedia, the free encyclopedia.  

Rac","Montreal - Quebec - Canad"
58184,Jane,NULL,Curtin,1947-09-06,"​From Wikipedia, the free encyclopedia.

Jane","Cambridge - Massachusetts"
58197,Bow,NULL,Wow,1987-03-09,"​From Wikipedia, the free encyclopedia.  

Sh","Columbus, Ohio, USA"
58224,Jason,NULL,Sudeikis,1975-09-18,"From Wikipedia, the free encyclopedia.

Danie","Fairfax - Virginia - USA"
58225,Zach,NULL,Galifianakis,1969-10-01,"From Wikipedia, the free encyclopedia.

​Zach","Wilkesboro, North Carolin"
58356,Kerry,NULL,Bishé,1984-05-01,"From Wikipedia, the free encyclopedia.

Kerry","New Jersey, USA"
58370,Amanda,NULL,Crew,1986-06-05,"From Wikipedia, the free encyclopedia

Amanda","Langley - British Columbi"
58371,Brandon,Jay,McLaren,0000-00-00,,
58395,Karin,NULL,Konoval,0000-00-00,,"Baltimore - Maryland - US"
58399,Leela,NULL,Savasta,0000-00-00,,
58475,Angus,NULL,MacInnes,1947-10-27,"​From Wikipedia, the free encyclopedia

Angus","Windsor, Ontario, Canada"
58478,Kevin,NULL,Nealon,1953-11-18,"From Wikipedia, the free encyclopedia.

Kevin","St. Louis, Missouri, U.S."
58495,Morgan,NULL,Paull,1944-12-15,,
58502,Natalie,NULL,Dormer,1982-02-11,"From Wikipedia, the free encyclopedia.

Natal","Reading - UK"
58507,Samm,NULL,Levine,1982-03-12,,"Chicago - Illinois - USA"
58511,Brian,NULL,George,1952-07-01,,
58535,Paul,NULL,Herman,1946-03-29,,
58549,Bill,NULL,Irwin,1950-04-11,,
58552,Burr,NULL,Steers,1965-10-08,"From Wikipedia, the free encyclopedia

Burr G"," Washington, D.C."
58563,David,Alan,Grier,1955-06-30,"​From Wikipedia, the free encyclopedia

David","Detroit, Michigan, USA"
58587,Paul,NULL,Sharma,0000-00-00,,
58593,Kou,NULL,Shibasaki,1981-08-15,"From wikipedia:

​Kou Shibasaki  born Yukie Y","Toshima, Tokyo, Japan"
58621,John,NULL,Boyd,1981-10-22,,
58643,Linda,NULL,Emond,1959-05-22,"Linda Emond is an actress.","New Brunswick - New Jerse"
58655,Harry,Van,Gorkum,0000-00-00,,
58692,Melinda,NULL,McGraw,1963-10-25,"​From Wikipedia, the free encyclopedia.  

Me","Nicosia, Cyprus"
58737,Jack,NULL,McBrayer,1973-05-27,"From Wikipedia, the free encyclopedia.

Jack ","Macon - Georgia - USA"
58739,Hank,NULL,Harris,0000-00-00,"From Wikipedia, the free encyclopedia.

Hank ",
58744,Michael,NULL,Bacall,0000-00-00,,
58769,Stephen,NULL,Colbert,1964-05-13,"From Wikipedia, the free encyclopedia.

Steph","Washington, D.C., United "
58772,James,NULL,Lipton,1926-09-19,," Detroit, Michigan, USA"
58787,Giannina,NULL,Facio,1955-09-10,"From Wikipedia, the free encyclopedia

Gianni","San Jose - Costa Rica"
58791,Patrick,NULL,Fabian,1964-12-07,"From Wikipedia, the free encyclopedia

Patric","Pittsburgh - Pennsylvania"
58828,Liz,NULL,Callaway,1961-04-13,"From Wikipedia, the free encyclopedia

Liz Ca","Chicago, Illinois, USA"
58873,Dan,NULL,Fogler,1976-10-20,"​From Wikipedia, the free encyclopedia.  

Da","Brooklyn, New York, USA"
58893,Susan,NULL,Duerden,0000-00-00,,
58959,Damaine,NULL,Radcliff,0000-00-00,"From Wikipedia, the free encyclopedia.

Damai","The Bronx, New York City,"
58960,De'Shawn,NULL,Washington,0000-00-00,,
58961,Mario,,,1986-08-26,"From Wikipedia, the free encyclopedia

Mario ","Baltimore, Maryland, Unit"
58962,Drew,NULL,Sidora,1985-05-01,"From Wikipedia, the free encyclopedia.

Drew ","Chicago, Illinois, USA"
58963,Josh,NULL,Henderson,1981-10-25,"From Wikipedia, the free encyclopedia.  Joshu","Dallas, Texas"
58964,Tim,NULL,Lacatena,1981-10-20,,
58965,Alyson,NULL,Stoner,1993-08-11,"From Wikipedia, the free encyclopedia

Alyson","Toledo, Ohio, USA"
58966,Deirdre,NULL,Lovejoy,1962-06-30,"​From Wikipedia, the free encyclopedia

Deird","Abilene, Texas, USA"
58967,Jane,NULL,Beard,0000-00-00,,
58968,Richard,NULL,Pelzman,0000-00-00,,
58969,Carlyncia,S.,Peck,0000-00-00,,
59055,Caitlin,NULL,McKenna-Wilkinson,0000-00-00,,
59056,Paula,J.,Newman,0000-00-00,,
59085,Ian,NULL,Porter,0000-00-00,,
59117,Angus,NULL,Sampson,0000-00-00,"From Wikipedia, the free encyclopedia.

Angus",
59129,Óscar,NULL,Jaenada,1961-05-13,,"Barcelona, Spain"
59174,America,NULL,Ferrera,1984-04-18,"​From Wikipedia, the free encyclopedia

Ameri","Los Angeles, California, "
59179,George,NULL,Touliatos,1929-12-09,"George Touliatos founded the Front St. Theatr","Memphis, Tennessee, USA"
59192,Emmanuelle,NULL,Chriqui,1977-12-10,"Emmanuelle Sophie Anne Chriqui (born December","Montreal, Quebec, Canada"
59198,Matthew,G.,Taylor,0000-00-00,,
59206,Becky,Ann,Baker,1953-02-17,"From Wikipedia, the free encyclopedia.

Becky","Fort Knox - Kentucky - US"
59215,Jordi,NULL,Caballero,1965-02-06,"​From Wikipedia, the free encyclopedia.  

Jo","Barcelona, Spain"
59222,George,NULL,Newbern,1964-12-10,"From Wikipedia, the free encyclopedia.

Georg","Little Rock, Arkansas, US"
59231,Joel,David,Moore,1977-09-25,"From Wikipedia, the free encyclopedia.

Joel ","Portland, Oregon, USA"
59233,Scoot,NULL,McNairy,0000-00-00,"John “Scoot” McNairy is an actor and producer","Dallas, Texas, USA"
59237,Margarita,NULL,Levieva,1980-02-09,"From Wikipedia, the free encyclopedia.

Marga","Leningrad, Russian SFSR, "
59251,Victor,NULL,Rasuk,1984-01-15,"​From Wikipedia, the free encyclopedia.  

Vi","New York City, New York, "
59252,Nikki,NULL,Reed,1988-05-17,"From Wikipedia, the free encyclopedia

Nicole","Los Angeles, CA"
59256,Adam,NULL,Herschman,0000-00-00,"From Wikipedia, the free encyclopedia.

Adam ",
59260,Ann,NULL,Cusack,1961-05-22,"From Wikipedia, the free encyclopedia.

Ann C","Brooklyn, New York,  USA"
59262,Robin,NULL,Taylor,0000-00-00,,
59263,Diora,NULL,Baird,1983-04-06,"​From Wikipedia, the free encyclopedia.    Di"," Miami, Miami-Dade County"
59264,Joe,NULL,Hursley,1979-03-19,"From Wikipedia, the free encyclopedia

Joseph",
59285,Ezra,NULL,Buzzington,0000-00-00,"Ezra Buzzington is ""that guy"" from ""Oh, that ","Muncie, Indiana"
59287,Gregory,NULL,Nicotero,0000-00-00,,
59297,Eric,NULL,Edelstein,1977-04-23,,"Patuxent River, Maryland,"
59312,Alessandro,NULL,Juliani,1978-04-03,,
59313,Erin,NULL,Karpluk,1978-10-17,"From Wikipedia, the free encyclopedia.

Erin ","Jasper, Alberta, Canada"
59315,Olivia,NULL,Wilde,1984-03-10,"From Wikipedia, the free encyclopedia

Olivia","New York City, New York, "
59357,Teddy,NULL,Newton,0000-00-00,"From Wikipedia, the free encyclopedia.

Teddy","Encino, California"
59373,Mélanie,NULL,Thierry,1981-07-17,,"St Germain en Laye, Franc"
59374,Radek,NULL,Bruna,0000-00-00,,
59410,Bob,NULL,Odenkirk,1962-10-22,"From Wikipedia, the free encyclopedia

​

Rob","Naperville, Illinois, USA"
59592,Izabella,NULL,Miko,1981-01-21,"​Born to a pair of Polish actors, Grazyna Dyl","Lódz, Lódzkie, Poland"
59620,Gemma,NULL,Arterton,1986-01-12,"English actress Gemma Arterton won her first ","Gravesend, Kent, England"
59784,Carlos,NULL,Alazraqui,1962-07-20,"From Wikipedia, the free encyclopedia

Carlos","Sacramento, California, U"
59794,Kate,NULL,Trotter,0000-00-00,,
59795,John,NULL,Gausden,0000-00-00,,
59796,Isabelle,NULL,Horler,0000-00-00,,
59797,Iain,NULL,Lee,0000-00-00,,
59798,Keelan,NULL,Anthony,0000-00-00,,
59799,Kalyane,NULL,Tea,0000-00-00,,
59800,Aidan,NULL,Pickering,0000-00-00,,
59801,Norm,NULL,Berketa,0000-00-00,,
59802,Fikile,NULL,Nyandeni,0000-00-00,,
59803,Brenda,NULL,Chapman,0000-00-00,"From Wikipedia, the free encyclopedia

Brenda",Illinois
59817,Jaimie,NULL,Alexander,1984-03-12,"From Wikipedia, the free encyclopedia.

Jaimi","Greenville, South Carolin"
59844,Omar,J.,Dorsey,1975-12-22,,"Decatur - Georgia - USA"
59860,Alice,NULL,Eve,1982-02-06,"Eve was born in London, England, the daughter","London, England, UK"
59882,Paz,de,la,1984-09-03,"María de la Paz Elizabeth Sofía Adriana de la","New York City, New York, "
59919,Russell,NULL,Brand,1975-06-04,"Russell Edward Brand (born 4 June 1975) is an","Grays, Essex, England, UK"
59926,Jesse,NULL,Moss,1983-05-04,"From Wikipedia, the free encyclopedia.

Jesse","Vancouver, British Columb"
60019,Lorri,NULL,Bagley,1973-08-05,,
60033,Yaya,NULL,DaCosta,1982-11-15,"From Wikipedia, the free encyclopedia

Yaya D","Harlem, New York City, Ne"
60072,Sara,NULL,Paxton,1988-04-25,"From Wikipedia, the free encyclopedia.  

Sar","Woodland Hills, Los Angel"
60073,Brie,NULL,Larson,1989-10-01,"​From Wikipedia, the free encyclopedia

Brie ","Sacramento, California, U"
60074,Jeff,NULL,Garlin,1962-06-05,"From Wikipedia, the free encyclopedia.

Jeffr","Chicago, Illinois, U.S."
60077,Douglas,NULL,Smith,1985-06-22,"From Wikipedia, the free encyclopedia

Dougla","Toronto, Ontario, Canada"
60093,James,NULL,Carville,1944-10-25,,
60158,Shirley,NULL,Jones,1934-03-31,"​From Wikipedia, the free encyclopedia.

Shir","Charleroi, Pennsylvania, "
60205,John,NULL,Rothman,1949-06-03,,
60207,Steve,'Spaz',Williams,0000-00-00,,
60255,Jake,T.,Austin,1994-12-03,"From Wikipedia, the free encyclopedia

Jake T","New York City, New York, "
60279,Fred,NULL,Tatasciore,0000-00-00,,
60348,Dave,NULL,Legeno,1963-10-12,"​From Wikipedia, the free encyclopedia

David","Marylebone, London, Engla"
60458,Liana,NULL,Liberato,1995-08-20,"​From Wikipedia, the free encyclopedia.  

Li","Galveston, Texas, USA"
60602,Ron,NULL,Bottitta,1960-12-25,,
60653,Esteban,NULL,Cueto,0000-00-00,,
60656,T.,J.,Storm,0000-00-00,,
60715,Kirsten,NULL,Prout,1990-09-28,,
60721,Kurt,Max,Runte,0000-00-00,,
60796,Jerry,NULL,Grayson,0000-00-00,,
60805,Jukka,NULL,Hilden,1980-08-03,"From Wikipedia, the free encyclopedia

Jukka ",
60846,Pat,NULL,Healy,1971-09-14,,
60874,Dane,NULL,Rhodes,0000-00-00,,
60875,David,NULL,Jensen,1952-09-23,,
60898,Sebastian,NULL,Stan,1983-08-13,,
60900,Taylor,NULL,Kitsch,1981-04-08,"From Wikipedia, the free encyclopedia.  

Tay","Kelowna, British Columbia"
60930,Jack,NULL,Polick,0000-00-00,,
60941,Ben,NULL,Wilson,0000-00-00,,
60949,Rob,NULL,Schneider,1963-10-31,"From Wikipedia, the free encyclopedia.

Rober","San Francisco, California"
60950,David,NULL,Spade,1964-07-22,"From Wikipedia, the free encyclopedia. David ","Birmingham, Michigan, USA"
60956,Matt,NULL,Weinberg,1990-07-13,,
61117,Todd,NULL,Farmer,1968-11-21,"From Wikipedia, the free encyclopedia.  

Tod","Fort Madison, Iowa, Unite"
61182,Gillian,NULL,Vigman,1972-01-28,,
61186,Nicola,NULL,Peltz,1995-01-09,"From Wikipedia, the free encyclopedia

Nicola","Westchester County"
61216,Vyto,NULL,Ruginis,0000-00-00,,"Chicago, Illinois, USA "
61303,Dick,Van,Dyke,1925-12-13,"From Wikipedia, the free encyclopedia.

Richa","West Plains, Missouri, U."
61363,Alex,NULL,Pettyfer,1990-04-10,"From Wikipedia, the free encyclopedia.  

Ale","Stevenage, Hertfordshire,"
61423,Mark,NULL,Walton,1968-10-24,"From Wikipedia, the free encyclopedia.  Mark ","Salt Lake City, Utah, USA"
61510,Christopher,NULL,Denham,0000-00-00,,
61658,Ja,NULL,Rule,1976-02-29,"Jeffrey Atkins (born February 29, 1976), bett","Hollis, Queens, New York "
